country,region,development,energy,energy_type,group,energy_group,etf,etf_proxy,marketScore,market_score,policyScore,policy_score,macroScore,macro_score,totalScore,total_score,riskLabel,risk_label,alpha,beta,annualized_volatility,gdp,gdp_growth,inflation,debt,debt_to_gdp,fx,fx_volatility,policy_stability,keywords,policy_keywords,news_article_count,macro_source,market_source,policy_source,llm_source,marketWeight,policyWeight,macroWeight,countrySpecificRiskScore,mainRiskDriver,riskDifference,expected_annual_return,estimated_sigma,probPositive,prob5,prob8,prob10,downsideProbability,growth_coefficient,stability_coefficient,risk_coefficient,volatility_coefficient,probability_model_source,llm_interpretation,llm_status,ai,ai_interpretation
Qatar,Middle East,Emerging,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,39.32,39.32,34.29,34.29,45.67,45.67,Medium,Medium,0.01443,0.578,0.1736,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.23,0.4452,0.3248,42.2,Policy Risk,-3.47,17.5,0.3041,71.8,66.0,62.3,59.7,28.2,0.4521,0.2301,0.0612,0.1736,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,34.29,34.29,46.62,46.62,Medium,Medium,0.01443,0.578,0.1736,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2285,0.4487,0.3228,43.21,Policy Risk,-3.41,17.42,0.3068,71.5,65.7,62.1,59.6,28.5,0.4521,0.2301,0.0623,0.1736,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,34.29,34.29,50.64,50.64,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.241,0.4383,0.3207,45.34,Market Risk,-5.3,11.37,0.3512,62.7,57.2,53.8,51.6,37.3,0.4521,0.2301,0.0668,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,34.29,34.29,50.1,50.1,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2421,0.4358,0.3222,44.75,Market Risk,-5.35,11.58,0.3496,63.0,57.5,54.1,51.8,37.0,0.4521,0.2301,0.0662,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,34.29,34.29,51.96,51.96,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2412,0.4377,0.3211,46.07,Market Risk,-5.89,10.95,0.355,62.1,56.7,53.3,51.1,37.9,0.4521,0.2301,0.0682,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,34.29,34.29,63.45,63.45,Medium-High,Medium-High,0.00559,2.335,0.4534,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.3357,0.3901,0.2742,60.09,Market Risk,-3.36,4.03,0.6347,52.5,49.4,47.5,46.3,47.5,0.4521,0.2301,0.081,0.4534,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,40.0,40.0,34.29,34.29,49.19,49.19,Medium,Medium,0.01085,-0.035,0.2125,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2079,0.4591,0.3331,43.77,Policy Risk,-5.42,11.57,0.353,62.8,57.4,54.0,51.8,37.2,0.4521,0.2301,0.0652,0.2125,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,40.92,40.92,34.29,34.29,49.99,49.99,Medium,Medium,0.01085,-0.035,0.2125,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2071,0.461,0.3319,44.45,Policy Risk,-5.54,11.53,0.3553,62.7,57.3,54.0,51.7,37.3,0.4521,0.2301,0.066,0.2125,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,40.76,40.76,34.29,34.29,50.56,50.56,Medium,Medium,0.01085,-0.035,0.2125,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2073,0.4606,0.3321,44.7,Policy Risk,-5.86,11.06,0.357,62.2,56.7,53.4,51.2,37.8,0.4521,0.2301,0.0667,0.2125,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,47.8,47.8,34.29,34.29,52.23,52.23,Medium,Medium,0.01085,-0.035,0.2125,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2019,0.4746,0.3235,47.71,Policy Risk,-4.52,10.45,0.3617,61.4,56.0,52.7,50.5,38.6,0.4521,0.2301,0.0685,0.2125,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,42.72,42.72,34.29,34.29,52.65,52.65,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2377,0.4459,0.3164,47.45,Policy Risk,-5.2,11.29,0.3569,62.4,57.0,53.7,51.4,37.6,0.4521,0.2301,0.069,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,39.52,39.52,34.29,34.29,57.06,57.06,Medium-High,Medium-High,0.02258,1.183,0.2638,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2644,0.4256,0.31,50.53,Market Risk,-6.53,25.69,0.4268,72.6,68.6,66.1,64.3,27.4,0.4521,0.2301,0.0739,0.2638,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,40.72,40.72,34.29,34.29,51.78,51.78,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2395,0.4419,0.3187,46.45,Policy Risk,-5.33,11.12,0.3544,62.3,56.9,53.5,51.3,37.7,0.4521,0.2301,0.068,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,44.12,44.12,34.29,34.29,54.83,54.83,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2365,0.4487,0.3148,49.1,Policy Risk,-5.73,10.46,0.3632,61.3,56.0,52.7,50.5,38.7,0.4521,0.2301,0.0714,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Qatar,Middle East,Emerging,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,35.76,35.76,34.29,34.29,49.68,49.68,Medium,Medium,0.00999,0.788,0.2065,2.3597,2.3597,1.2673,42,42,0.0,0.0,69.0235,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2438,0.4316,0.3245,44.03,Market Risk,-5.65,11.58,0.3484,63.0,57.5,54.1,51.8,37.0,0.4521,0.2301,0.0657,0.2065,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,39.88,39.88,68.86,68.86,65.08,65.08,Medium-High,Medium-High,0.00722,0.89,0.2335,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1825,0.431,0.3864,58.6,Macro Risk,-6.48,2.46,0.4497,52.2,47.7,45.1,43.3,47.8,0.3552,0.0975,0.0994,0.2537,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,39.32,39.32,68.86,68.86,56.04,56.04,Medium-High,Medium-High,0.01443,0.578,0.1736,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1697,0.4371,0.3932,54.27,Macro Risk,-1.77,12.52,0.364,63.5,58.2,54.9,52.8,36.5,0.3552,0.0975,0.0894,0.1938,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,68.86,68.86,56.99,56.99,Medium-High,Medium-High,0.01443,0.578,0.1736,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1689,0.4397,0.3914,55.14,Macro Risk,-1.85,12.4,0.3667,63.2,58.0,54.8,52.6,36.8,0.3552,0.0975,0.0904,0.1938,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,68.86,68.86,61.01,61.01,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1784,0.432,0.3896,56.44,Macro Risk,-4.57,6.19,0.4111,56.0,51.2,48.2,46.3,44.0,0.3552,0.0975,0.0949,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,68.86,68.86,60.47,60.47,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.179,0.4302,0.3908,55.9,Macro Risk,-4.57,6.43,0.4095,56.2,51.4,48.5,46.5,43.8,0.3552,0.0975,0.0943,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,68.86,68.86,62.33,62.33,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1785,0.4316,0.3899,56.96,Macro Risk,-5.37,5.72,0.4148,55.5,50.7,47.8,45.9,44.5,0.3552,0.0975,0.0964,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,68.86,68.86,73.82,73.82,High,High,0.00559,2.335,0.4534,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2582,0.3957,0.3461,67.02,Market Risk,-6.8,-1.66,0.6946,49.0,46.2,44.5,43.3,51.0,0.3552,0.0975,0.1091,0.4736,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,40.0,40.0,68.86,68.86,59.56,59.56,Medium-High,Medium-High,0.01085,-0.035,0.2125,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1524,0.4471,0.4005,55.71,Macro Risk,-3.85,6.45,0.4129,56.2,51.4,48.5,46.6,43.8,0.3552,0.0975,0.0933,0.2327,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,40.92,40.92,68.86,68.86,60.36,60.36,Medium-High,Medium-High,0.01085,-0.035,0.2125,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.152,0.4485,0.3995,56.28,Macro Risk,-4.08,6.38,0.4152,56.1,51.3,48.4,46.5,43.9,0.3552,0.0975,0.0942,0.2327,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,40.76,40.76,68.86,68.86,60.93,60.93,Medium-High,Medium-High,0.01085,-0.035,0.2125,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.152,0.4483,0.3997,56.45,Macro Risk,-4.48,5.88,0.4168,55.6,50.8,48.0,46.1,44.4,0.3552,0.0975,0.0948,0.2327,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,47.8,47.8,68.86,68.86,62.6,62.6,Medium-High,Medium-High,0.01085,-0.035,0.2125,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1499,0.4584,0.3917,59.23,Macro Risk,-3.37,5.21,0.4216,54.9,50.2,47.4,45.5,45.1,0.3552,0.0975,0.0967,0.2327,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,42.72,42.72,68.86,68.86,63.02,63.02,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1766,0.4378,0.3856,58.3,Macro Risk,-4.72,6.03,0.4168,55.8,51.0,48.1,46.2,44.2,0.3552,0.0975,0.0971,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,39.52,39.52,68.86,68.86,67.43,67.43,Medium-High,Medium-High,0.02258,1.183,0.2638,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1974,0.4227,0.3798,60.09,Macro Risk,-7.34,20.26,0.4867,66.1,62.3,59.9,58.3,33.9,0.3552,0.0975,0.102,0.284,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,40.72,40.72,68.86,68.86,62.15,62.15,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1776,0.4347,0.3877,57.4,Macro Risk,-4.75,5.9,0.4143,55.7,50.9,48.0,46.1,44.3,0.3552,0.0975,0.0962,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,44.12,44.12,68.86,68.86,65.2,65.2,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1759,0.4399,0.3842,59.63,Macro Risk,-5.57,5.11,0.423,54.8,50.1,47.3,45.4,45.2,0.3552,0.0975,0.0995,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Israel,Middle East,Advanced,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,35.76,35.76,68.86,68.86,60.05,60.05,Medium-High,Medium-High,0.00999,0.788,0.2065,0.872,0.872,3.0748,88.2425,88.2425,6.052,6.052,29.25,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.18,0.4271,0.393,55.23,Macro Risk,-4.82,6.44,0.4083,56.3,51.4,48.5,46.5,43.7,0.3552,0.0975,0.0938,0.2267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,39.88,39.88,76.6,76.6,67.4,67.4,Medium-High,Medium-High,0.00722,0.89,0.2335,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1819,0.407,0.4111,62.48,Macro Risk,-4.92,1.92,0.4806,51.6,47.4,45.0,43.3,48.4,0.3222,0.1255,0.1034,0.2707,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,39.32,39.32,76.6,76.6,58.36,58.36,Medium-High,Medium-High,0.01443,0.578,0.1736,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1691,0.4126,0.4183,58.24,Macro Risk,-0.12,12.04,0.3949,62.0,57.1,54.1,52.1,38.0,0.3222,0.1255,0.0934,0.2108,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,76.6,76.6,59.32,59.32,Medium-High,Medium-High,0.01443,0.578,0.1736,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1683,0.4153,0.4164,59.05,Macro Risk,-0.27,11.92,0.3977,61.8,56.9,53.9,51.9,38.2,0.3222,0.1255,0.0945,0.2108,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,76.6,76.6,63.33,63.33,Medium-High,Medium-High,0.00999,0.788,0.2065,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1777,0.4078,0.4145,60.37,Macro Risk,-2.96,5.68,0.442,55.1,50.6,47.9,46.1,44.9,0.3222,0.1255,0.0989,0.2437,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,76.6,76.6,62.8,62.8,Medium-High,Medium-High,0.00999,0.788,0.2065,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1783,0.4059,0.4158,59.88,Macro Risk,-2.92,5.92,0.4405,55.3,50.8,48.1,46.3,44.7,0.3222,0.1255,0.0983,0.2437,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,76.6,76.6,64.66,64.66,Medium-High,Medium-High,0.00999,0.788,0.2065,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1779,0.4073,0.4148,60.9,Macro Risk,-3.76,5.2,0.4458,54.6,50.2,47.5,45.7,45.4,0.3222,0.1255,0.1004,0.2437,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
South Africa,Africa,Emerging,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,76.6,76.6,76.14,76.14,High,High,0.00559,2.335,0.4534,0.5348,0.5348,4.3612,79.4469,79.4469,10.4341,10.4341,37.6573,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2574,0.3742,0.3684,70.38,Macro Risk,-5.76,-2.25,0.7255,48.8,46.0,44.4,43.3,51.2,0.3222,0.1255,0.1132,0.4906,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
